date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:23:00	319112/319112	---M-Z	200	added ('OK')	text/html	etag:%22b3a27b94ba07037a5c22f33654c24737-ssl-df%22	https://www.chatwoot.com/	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/index.html	(from )
19:23:00	100/100	---M--	200	added ('OK')	text/plain	etag:%22db90c3007602eca1e0d8fdc794e017a3-ssl%22	https://www.chatwoot.com/robots.txt		(from )
19:23:00	9941/9941	---MCZ	200	added ('OK')	application/xml	etag:%228965913ebc58221889a29209cc1475e3-ssl-df%22	https://www.chatwoot.com/sitemap.xml	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/sitemap.xml	(from https://www.chatwoot.com/)
19:23:01	19520/19520	---M-Z	200	added ('OK')	application/javascript	etag:W/%22628e7028-4c40%22	https://buttons.github.io/buttons.js	C:/My%20Web%20Sites/https___www.chatwoot.com_/buttons.github.io/buttons.js	(from https://www.chatwoot.com/)
19:23:02	6934/6934	---M-Z	200	added ('OK')	application/javascript	etag:%22122e68a0de29ee1804fd96211db9edbe-ssl-df%22	https://www.chatwoot.com/webpack-runtime-08d87c41218eac005976.js	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/webpack-runtime-08d87c41218eac005976.js	(from https://www.chatwoot.com/)
19:23:02	126546/126546	---MCZ	200	added ('OK')	application/xml	etag:%22e9cb2528016898efa9dc2eeac4f76c70-ssl-df%22	https://www.chatwoot.com/rss.xml	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/rss.xml	(from https://www.chatwoot.com/)
19:23:02	128840/128840	---M-Z	200	added ('OK')	application/javascript	etag:%228d319a1baa97fa19e1891aaabbe1ae28-ssl-df%22	https://www.chatwoot.com/framework-fa6d845923f9dcefc452.js	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/framework-fa6d845923f9dcefc452.js	(from https://www.chatwoot.com/)
19:23:03	89733/89733	---M-Z	200	added ('OK')	application/javascript	etag:%22431d94eb5af403a5e3dbd06fb10b01a4-ssl-df%22	https://www.chatwoot.com/b637e9a5-2a8a2150d837b0f78c91.js	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/b637e9a5-2a8a2150d837b0f78c91.js	(from https://www.chatwoot.com/)
19:23:03	264597/264597	---M-Z	200	added ('OK')	application/javascript	etag:%222ef8744617c909855ccd095f0d62bd0a-ssl-df%22	https://www.chatwoot.com/app-7cba40d827ae124fd645.js	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/app-7cba40d827ae124fd645.js	(from https://www.chatwoot.com/)
19:23:03	117/117	---M--	200	added ('OK')	application/javascript	etag:%228c5e41c32e7560ebf6ffa5b75b05c674-ssl%22	https://www.chatwoot.com/styles-c4fa86dfd4ad05097eee.js	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/styles-c4fa86dfd4ad05097eee.js	(from https://www.chatwoot.com/)
19:23:04	62443/62443	---M-Z	200	added ('OK')	application/javascript	etag:%22b0475b337557585a6fcd881571886731-ssl-df%22	https://www.chatwoot.com/commons-b719a123fdcd1b4e7fb9.js	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/commons-b719a123fdcd1b4e7fb9.js	(from https://www.chatwoot.com/)
19:23:04	16690/16690	---M-Z	200	added ('OK')	application/javascript	etag:%22776b4c6e8321e17b55b40abdb5ed3dab-ssl-df%22	https://www.chatwoot.com/component---src-pages-index-js-ec2720dcef7559881aee.js	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/component---src-pages-index-js-ec2720dcef7559881aee.js	(from https://www.chatwoot.com/)
19:23:05	129/129	---M--	200	added ('OK')	application/json	etag:%22ae8f58ae2943478fa241f641fb92bce8-ssl%22	https://www.chatwoot.com/page-data/index/page-data.json	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/page-data/index/page-data.json	(from https://www.chatwoot.com/)
19:23:05	751/751	---M--	200	added ('OK')	application/json	etag:%22069a8480f6073d6775b9beea38a567fc-ssl%22	https://www.chatwoot.com/page-data/sq/d/3358003245.json	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/page-data/sq/d/3358003245.json	(from https://www.chatwoot.com/)
19:23:06	50/50	---M--	200	added ('OK')	application/json	etag:%2292d06909cfc9d7acf2a748830e29f875-ssl%22	https://www.chatwoot.com/page-data/app-data.json	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/page-data/app-data.json	(from https://www.chatwoot.com/)
19:23:06	307182/307182	---M-Z	200	added ('OK')	text/html	etag:%224748dbeb7aac810c8f0912b804a6ff24-ssl-df%22	https://www.chatwoot.com/features/shared-inbox/	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/features/shared-inbox/index.html	(from https://www.chatwoot.com/)
19:23:07	65402/65402	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%224bb0c152130780100afdf5d42d131feb-ssl-df%22	https://www.chatwoot.com/blog	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/blog.d.delayed	(from https://www.chatwoot.com/)
19:23:07	310845/310845	---MCZ	200	added ('OK')	text/html	etag:%22e628287155ef1a2c4d284c4cdfadc82b-ssl-df%22	https://www.chatwoot.com/features/channels/	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/features/channels/index.html	(from https://www.chatwoot.com/)
19:23:08	308001/308001	---MCZ	200	added ('OK')	text/html	etag:%22d99a427a99f65ca31cdbc837cebe4a9c-ssl-df%22	https://www.chatwoot.com/features/live-chat/	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/features/live-chat/index.html	(from https://www.chatwoot.com/)
19:23:08	61405/61405	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%221a48b73e7b141b19270fc685eda56723-ssl-df%22	https://www.chatwoot.com/request-a-demo	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/request-a-demo.e.delayed	(from https://www.chatwoot.com/)
19:23:10	335416/335416	---M-Z	200	added ('OK')	text/html	etag:%22ad31f2665de8da140233e63cfbf44118-ssl-df%22	https://www.chatwoot.com/mobile-apps/	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/mobile-apps/index.html	(from https://www.chatwoot.com/)
19:23:10	364471/364471	---MCZ	200	added ('OK')	text/html	etag:%222453953c4883bd809c195e3d309cbfbb-ssl-df%22	https://www.chatwoot.com/features/integrations/	C:/My%20Web%20Sites/https___www.chatwoot.com_/www.chatwoot.com/features/integrations/index.html	(from https://www.chatwoot.com/)
